Ep,bg,bic_margin,cluster,comp,file,fit_line,fwhm,ip,order,order_src,polarity,pon,scan,solution,status,transform_mode
0.18054862845203967,Cv1,-516.3251013546252,0,0,Cv2,frozen_locks,0.9388152122641553,2.2151214683823584e-06,0.5563980654881306,ca_beta,1,110.29370175475358,0,sample,single_resolved,per_scan
nan,Cv1,-72.592672080397,1,-1,Cv2,frozen_locks,nan,nan,0.5563980654881306,ca_beta,0,nan,0,sample,rejected_noise,per_scan
0.19342090859582903,Cv1,-318.3640008155734,2,0,Cv2,frozen_locks,1.0831158941792842,2.9005120765948333e-06,0.5563980654881306,ca_beta,1,72.63153723455424,1,sample,single_resolved,per_scan
0.1942982129081821,Cv1,-307.0849490088451,3,0,Cv2,frozen_locks,1.0947963624312747,2.9417269685798204e-06,0.5563980654881306,ca_beta,1,72.19406550951382,2,sample,single_resolved,per_scan
0.19502100184666363,Cv1,-296.6825239624592,4,0,Cv2,frozen_locks,1.0976055129162339,2.9521545140239556e-06,0.5563980654881306,ca_beta,1,79.7214743041145,3,sample,single_resolved,per_scan
0.19407967195416378,Cv1,-300.25883954790646,5,0,Cv2,frozen_locks,1.1044813518369978,2.971249203720751e-06,0.5563980654881306,ca_beta,1,141.15111827809585,4,sample,single_resolved,per_scan
nan,Cv1,-109.71526207598299,6,-1,Cv2,frozen_locks,nan,nan,0.5563980654881306,ca_beta,0,nan,4,sample,rejected_noise,per_scan
0.17329899784892863,Cv1,-553.9803496917593,7,0,Cv2,frozen_locks,0.9182500711747081,-2.0441513231839777e-06,0.5563980654881306,ca_beta,-1,114.07171441646709,4,sample,single_resolved,per_scan
0.1784377530232652,Cv1,-477.52794228898324,0,0,Cv2,joint_locks,0.9392223628604013,2.2201972783537112e-06,0.5563980654881306,ca_beta,1,110.69504359115305,0,sample,single_resolved,per_scan
nan,Cv1,-137.64913059006858,1,-1,Cv2,joint_locks,nan,nan,0.5563980654881306,ca_beta,0,nan,0,sample,rejected_noise,per_scan
0.18974284099940475,Cv1,-259.95412110462553,2,0,Cv2,joint_locks,1.2674435211644692,3.7486616042747778e-06,0.5563980654881306,ca_beta,1,85.97622701155672,1,sample,single_resolved,per_scan
0.19027900110833695,Cv1,-248.2124270762501,3,0,Cv2,joint_locks,1.2980884971745132,3.853479071455192e-06,0.5563980654881306,ca_beta,1,86.24900073008929,2,sample,single_resolved,per_scan
0.19062998289125171,Cv1,-237.95623679247086,4,0,Cv2,joint_locks,1.3079363295737072,3.883780448422234e-06,0.5563980654881306,ca_beta,1,95.5255557952459,3,sample,single_resolved,per_scan
0.19062090508728688,Cv1,-240.47124467731902,5,0,Cv2,joint_locks,1.3118570767520685,3.89326722848316e-06,0.5563980654881306,ca_beta,1,168.49315194919458,4,sample,single_resolved,per_scan
nan,Cv1,-166.53899122674648,6,-1,Cv2,joint_locks,nan,nan,0.5563980654881306,ca_beta,0,nan,4,sample,rejected_noise,per_scan
0.17358860984114835,Cv1,-526.4279124731074,7,0,Cv2,joint_locks,0.9203860925301676,-2.076075857041112e-06,0.5563980654881306,ca_beta,-1,115.41932250048679,4,sample,single_resolved,per_scan
0.356677000001528,Cv1,-56.41184217637419,0,0,Cv3,frozen,5.375882382910666,-6.797715947477504e-07,0.5,baseline_0.5,-1,34.97575407287729,0,blank,multi_resolved,continuous
0.18329200000152787,Cv1,-56.41184217637419,0,1,Cv3,frozen,5.924338148609636,6.161374903626538e-07,0.5,baseline_0.5,1,28.568697425536705,0,blank,multi_resolved,continuous
0.5647379999984723,Cv1,-56.41184217637419,0,2,Cv3,frozen,0.3860510524625062,3.0545714282017664e-08,0.5,baseline_0.5,1,5.589249406679611,0,blank,multi_resolved,continuous
0.5746459994555004,Cv1,-130.81422106097966,1,0,Cv3,frozen,1.0349742520264438,-6.36587165644473e-08,0.5,baseline_0.5,-1,5.394812539757009,2,blank,single_resolved,continuous
nan,Cv1,nan,2,-1,Cv3,frozen,nan,nan,0.5,baseline_0.5,0,nan,3,blank,no_peak,continuous
0.41532362151651914,Cv1,-14.747919524985491,0,0,Cv3,frozen_locks,6.132231491266401,-7.582040596437677e-07,0.5,baseline_0.5,-1,38.329764898419306,0,blank,multi_resolved,continuous
0.2823689999984665,Cv1,-14.747919524985491,0,1,Cv3,frozen_locks,8.1296969090516,7.049717899884066e-07,0.5,baseline_0.5,1,31.070922349431523,0,blank,multi_resolved,continuous
0.5647379999984723,Cv1,-14.747919524985491,0,2,Cv3,frozen_locks,0.5901501161069219,3.5586615045133065e-08,0.5,baseline_0.5,1,5.245821641389906,0,blank,multi_resolved,continuous
0.5746459991488814,Cv1,-130.8142203126929,1,0,Cv3,frozen_locks,1.0349980706445632,-6.365841541507084e-08,0.5,baseline_0.5,-1,5.39477330481655,2,blank,single_resolved,continuous
nan,Cv1,nan,2,-1,Cv3,frozen_locks,nan,nan,0.5,baseline_0.5,0,nan,3,blank,no_peak,continuous
0.45575399999847205,Cv1,-14.248159080641699,0,0,Cv3,joint_locks,3.835369913993522,-2.4280758803966324e-07,0.5,baseline_0.5,-1,14.541686801545481,0,blank,multi_resolved,continuous
0.5647371949302182,Cv1,-14.248159080641699,0,1,Cv3,joint_locks,0.44468473169094136,6.215610363734569e-08,0.5,baseline_0.5,1,10.520917432322806,0,blank,multi_resolved,continuous
